,source_genesymbol,type,target_genesymbol
61571,BRAF,post_translational,EPHB2
61572,IL2RB,post_translational,UGCG
61573,CSF3,post_translational,CXCL12
61574,CXCL12,post_translational,CSF3
61575,NEK2,post_translational,STIP1
61576,CXCL12,post_translational,STAT5A
61577,ATM,post_translational,NFKB1
61578,PRKACG,post_translational,CSK
61579,VTN,post_translational,HSP90AA1
61580,MAP3K7,post_translational,RIPK3
61581,ANAPC7,post_translational,PTTG1
61582,APH1B,post_translational,ERBB4
61583,ADCY3,post_translational,PRKACG
61584,PIF1,post_translational,PTGES3
61585,TGFBR2,post_translational,ASAP2
61586,ARHGAP6,post_translational,HRAS
61587,UBB,post_translational,PSMD9
61588,VIP,post_translational,MAPK1
61589,SKAP2,post_translational,SNCA
61590,POMP,post_translational,SKP1
61591,PPP3CB,post_translational,CDC26
61592,LGALS8,post_translational,PDE4A
61593,CD209,post_translational,CD46
61594,CLOCK,post_translational,CRY2
61595,CRY2,post_translational,CLOCK
61596,TP73,post_translational,DEDD
61597,JUN,post_translational,ACOX1
61598,F2R,post_translational,HRAS
61599,PIK3CD,post_translational,PDK1
61600,RAF1,post_translational,AIRE
61601,FAF1,post_translational,CHUK
61602,PYCARD,post_translational,NFKB1
61603,COPS5,post_translational,EDN1
61604,ADCYAP1,post_translational,ADNP
61605,CALM3,post_translational,CHP2
61606,MAPK3,post_translational,CCL2
61607,TRAF6,post_translational,TP53
61608,MAPK14,post_translational,RBM12
61609,PRKAR1B,post_translational,CREM
61610,ASAP1,post_translational,CLTA
61611,JAK3,post_translational,GRB2
61612,IL2RG,post_translational,BCL2L1
61613,UCHL5,post_translational,ANAPC11
61614,PPP2CA,post_translational,YWHAQ
61615,EIF2S2,post_translational,RPS12
61616,PRL,post_translational,FGF2
61617,JUN,post_translational,COL1A2
61618,CAPN2,post_translational,ITGB2
61619,GRK7,post_translational,OPN1SW
61620,SPP1,post_translational,RAC1
61621,CBLC,post_translational,JAK1
61622,ERCC5,post_translational,TCEA1
61623,HSPB1,post_translational,CDC20
61624,IL3RA,post_translational,SOS1
61625,PAX3,post_translational,MYL1
61626,SOCS7,post_translational,IL22RA1
61627,CD3G,post_translational,CBL
61628,PRKD1,post_translational,GAB2
61629,GSK3A,post_translational,ASAP2
61630,CCL16,post_translational,CCR3
61631,POM121,post_translational,UPF3B
61632,POM121,post_translational,MAGOH
61633,FGFR3,post_translational,CHRM2
61634,VTN,post_translational,ITGA11
61635,PPP2R1B,post_translational,REC8
61636,RANBP2,post_translational,GCK
61637,PDGFRA,post_translational,PIK3R5
61638,COL11A1,post_translational,ITGB8
61639,PDGFB,post_translational,NCK2
61640,AP1S2,post_translational,RELA
61641,ADCY9,post_translational,PRKACG
61642,PF4,post_translational,CCR8
61643,ROR2,post_translational,MAPK10
61644,NTRK1,post_translational,GAB1
61645,FGFR4,post_translational,BGLAP
61646,PIK3R2,post_translational,AKT1
61647,AKT1,post_translational,ETS1
61648,WNT2B,post_translational,FZD1
61649,MKNK1,post_translational,ATF4
61650,HNF1A,post_translational,AFP
61651,IL12RB2,post_translational,IL1R1
61652,ARAF,post_translational,MDM4
61653,CDKN2A,post_translational,BIRC5
61655,GAB2,post_translational,EPS8
61656,FGA,post_translational,PLAU
61657,SOCS3,post_translational,IFNGR2
61658,PDPK1,post_translational,TGFBR1
61659,CCNE2,post_translational,ANAPC13
61660,IL5RA,post_translational,STAT5B
61661,NCKAP1,post_translational,ARPC1B
61662,CDK9,post_translational,NELFE
61663,CXCL14,post_translational,CCR5
61664,CIAPIN1,post_translational,ABCC1
61665,PSMD11,post_translational,UBE2E1
61666,PSMD12,post_translational,UBE2E1
61667,FYN,post_translational,ARRB2
61668,HIF1A,post_translational,LDHA
61669,NRAS,post_translational,ARHGEF6
61670,PLG,post_translational,SDC4
61671,MLST8,post_translational,EIF3H
61672,IL18,post_translational,IL13
61673,WT1,post_translational,CCNE1
61674,SEC11A,post_translational,INS
61675,PRKAR2B,post_translational,CREB1
61676,NOS2,post_translational,IL12RB1
61677,IL12RB1,post_translational,NOS2
61678,MAX,post_translational,CEBPA
61679,STK36,post_translational,CRY1
61680,PSMD3,post_translational,CUL1
61681,PSME2,post_translational,CDC16
61682,PSMA6,post_translational,CDK2
61683,CDH2,post_translational,RAC1
61684,CHRM3,post_translational,GNAS
61688,HDAC1,post_translational,H3-3A
61689,DUSP8,post_translational,MAPK12
61690,JAK3,post_translational,UGCG
61691,EPHB2,post_translational,PIK3R1
61692,HLA-G,post_translational,KIR2DS5
61693,CYTH3,post_translational,RHOA
61694,CTNNB1,post_translational,PIP5K1A
61695,BMPR1A,post_translational,NKX2-5
61696,S1PR1,post_translational,YES1
61697,NCSTN,post_translational,TRAF6
61698,MYLK,post_translational,ETS1
61699,NFIB,post_translational,POLR3F
61700,FGF10,post_translational,EGFR
61701,RXRB,post_translational,ABCA1
61702,CSK,post_translational,RPA2
61703,PHGDH,post_translational,SCN5A
61704,STAT2,post_translational,CCND1
61705,CX3CL1,post_translational,CXCR4
61706,PTK2B,post_translational,SUMO4
61707,CCL18,post_translational,CXCR3
61708,TFDP1,post_translational,RRM2
61709,PGR,post_translational,MAPK11
61710,PPARG,post_translational,NFKB1
61711,ANAPC13,post_translational,FZR1
61712,FZR1,post_translational,ANAPC13
61713,MAX,post_translational,SHMT1
61714,GAB1,post_translational,MAP2K1
61715,PPARA,post_translational,UGT2B4
61716,SHC3,post_translational,SMPD1
61717,CCND1,post_translational,FOXM1
61718,FOXM1,post_translational,CCND1
61719,PPARG,post_translational,PCK2
61720,NUP88,post_translational,EIF4E
61721,SLCO6A1,post_translational,MAP3K13
61722,BRCA1,post_translational,CDKN1B
61723,MAPK3,post_translational,CHUK
61725,AFDN,post_translational,PTK2
61726,ERVK-6,post_translational,GTPBP1
61731,KLRK1,post_translational,IL17A
61732,PPP2R2B,post_translational,PRKCZ
61733,TGFB1,post_translational,PDCD4
61734,LAMB4,post_translational,AKT1
61735,DUOX1,post_translational,ADAM17
61736,MAP3K7,post_translational,MDFI
61737,ADRM1,post_translational,CDC16
61738,PPP3CB,post_translational,CDC16
61739,EIF5,post_translational,EIF3H
61740,TCF7L1,post_translational,PPARD
61741,RELN,post_translational,CRKL
61742,EGF,post_translational,LAMB4
61743,PPP3CC,post_translational,ANAPC11
61744,CSNK1D,post_translational,MAPK1
61745,FTH1,post_translational,MAPK3
61746,CDH2,post_translational,CDC42
61747,PRKCH,post_translational,CRK
61748,PSMB2,post_translational,CUL1
61749,CD28,post_translational,CXCR4
61750,RHOA,post_translational,PIP5K1A
61751,PTPN6,post_translational,IL22RA1
61752,PPP1R14A,post_translational,ARHGEF5
61753,STAT5A,post_translational,APOA2
61754,NGF,post_translational,IRAK1
61755,CEBPB,post_translational,IGHE
61756,WASF1,post_translational,ARPC4
61757,CALML5,post_translational,PPP3R2
61758,ARNT,post_translational,NOS2
61759,PGR,post_translational,PIK3CG
61760,WWP1,post_translational,PDGFRA
61761,BLM,post_translational,MUS81
61762,CCN2,post_translational,ECM1
61763,IL2RG,post_translational,MAP2K1
61764,TP73,post_translational,GDF15
61765,EP300,post_translational,PTTG1
61766,NFATC2,post_translational,TLE4
61767,MAF,post_translational,IL13
61768,ZBTB17,post_translational,COL1A2
61769,PTK2B,post_translational,HLCS
61770,CRK,post_translational,RAP1A
61771,IGF1,post_translational,FLT4
61772,EFNB1,post_translational,RAC1
61773,PSMC5,post_translational,CDK2
61774,C1R,post_translational,C4B_2
61775,ACTA1,post_translational,PIK3CA
61776,PSMD9,post_translational,PCNA
61777,IL18RAP,post_translational,GADD45G
61778,KLRC2,post_translational,PTPN6
61779,SERPINA3,post_translational,APLP2
61780,PPARG,post_translational,HGF
61781,INPP5A,post_translational,ARHGEF2
61782,WNT16,post_translational,FZD4
61783,INHBE,post_translational,B3GAT1
61784,PAX2,post_translational,NAIP
61785,RAD23B,post_translational,CUL1
61786,PPP2R1A,post_translational,YWHAE
61787,PSMD7,post_translational,CDC20
61788,NTF3,post_translational,GRB2
61789,TP73,post_translational,SERPINA1
61790,PRKAG1,post_translational,MLXIPL
61791,RELA,post_translational,CCL4
61792,CCL3,post_translational,CXCR1
61793,TFDP2,post_translational,CDK1
61794,RELA,post_translational,IL12A
61795,SEH1L,post_translational,DDX20
61796,CBL,post_translational,JAK3
61797,JAK3,post_translational,CBL
61798,VEGFD,post_translational,EGFR
61799,YBX1,post_translational,XBP1
61800,KAT5,post_translational,KLK3
61801,INTS6,post_translational,SMAD3
61802,SOCS7,post_translational,LIFR
61803,PIK3R1,post_translational,SP1
61804,ARID1A,post_translational,GTF2B
61805,TGFB1,post_translational,TGFBI
61806,TGFBI,post_translational,TGFB1
61807,EFNB3,post_translational,PAK1
61808,CASP2,post_translational,LMNA
61809,NMT1,post_translational,BID
61810,PHGDH,post_translational,CXCL8
61811,ADAM15,post_translational,CDH1
61812,LCP2,post_translational,PRKCQ
61813,GDF5,post_translational,BMP7
61814,PKN1,post_translational,HCLS1
61815,POU4F1,post_translational,BCL2
61816,NUP214,post_translational,CPSF2
61817,EPS15L1,post_translational,EGFR
61818,SERPINC1,post_translational,F3
61819,F3,post_translational,SERPINC1
61820,SPP1,post_translational,MAP3K14
61821,RANGAP1,post_translational,HDAC4
61822,FAAP100,post_translational,FANCD2
61824,LRP8,post_translational,VLDLR
61825,GLI2,post_translational,WNT4
61826,COL4A1,post_translational,ITGA3
61827,ATF2,post_translational,IL2
61828,CLP1,post_translational,PCF11
61829,CCL3,post_translational,CXCR4
61830,PRKCD,post_translational,TWIST1
61831,ANAPC13,post_translational,ANAPC11
61832,ANAPC11,post_translational,ANAPC13
61833,ABI1,post_translational,ARPC3
61834,MAPK1,post_translational,FGF8
61835,FGF8,post_translational,MAPK1
61836,IFNB1,post_translational,ISG15
61837,STAT5B,post_translational,BCL2L1
61838,NTF3,post_translational,KRAS
61839,E2F1,post_translational,MCL1
61840,LITAF,post_translational,CD27
61841,CCL13,post_translational,CXCR1
61842,BDNF,post_translational,FOSB
61843,HDAC4,post_translational,H4-16
61844,RHOA,post_translational,MADCAM1
61845,NTRK1,post_translational,SOS1
61846,PSMD8,post_translational,FZR1
61847,BACE1,post_translational,ST6GAL1
61848,MAP2K2,post_translational,PIK3CA
61849,PIK3CA,post_translational,MAP2K2
61850,GNG2,post_translational,PREX1
61851,EGFR,post_translational,PPP2R2A
61852,IL1R1,post_translational,CHUK
61853,MAPK3,post_translational,PLA2G2F
61854,FZR1,post_translational,UBE2C
61855,NCOR1,post_translational,SMAD3
61856,EGF,post_translational,TGFB1
61857,TGFB1,post_translational,EGF
61858,CD8A,post_translational,EOMES
61859,FADD,post_translational,CHUK
61860,CASP10,post_translational,APAF1
61861,CCL15,post_translational,CCR8
61862,MAP3K7,post_translational,TDP2
61863,HLA-DRA,post_translational,CD80
61864,CD80,post_translational,HLA-DRA
61865,CAMP,post_translational,PRKAR2A
61866,IL1B,post_translational,PTGDS
61867,ABI1,post_translational,DIAPH1
61868,FGFR4,post_translational,RAP1A
61869,GHRH,post_translational,POU1F1
61870,PARP1,post_translational,MTUS1
61871,CCL22,post_translational,CCR10
61872,FOS,post_translational,PENK
61873,GNAZ,post_translational,CD3D
61875,PPBP,post_translational,CCR3
61876,S1PR1,post_translational,ADCY1
61877,CLK2,post_translational,FEV
61878,ANAPC13,post_translational,CCNB2
61879,APH1B,post_translational,SORT1
61880,PRKCZ,post_translational,ZYX
61881,CCNT1,post_translational,NELFCD
61882,TRIP6,post_translational,PLAU
61883,SHH,post_translational,PRKCD
61884,GABRQ,post_translational,NFATC2
61885,LAMC3,post_translational,ITGAV
61886,SNAI1,post_translational,CYP19A1
61887,RXRA,post_translational,SORBS1
61888,MAP2K7,post_translational,MAPK13
61889,TGFB1,post_translational,SUCLA2
61890,PTPRR,post_translational,MAPK13
61891,RXRA,post_translational,CYP4A11
61892,PDGFD,post_translational,NCK1
61893,TFDP1,post_translational,CES3
61894,PSMB4,post_translational,ELOC
61895,NUP93,post_translational,ALYREF
61896,HRAS,post_translational,YWHAG
61897,CCL2,post_translational,CXCR4
61898,NGF,post_translational,RAP1A
61899,NFKB1,post_translational,TRAF2
61900,TRAF2,post_translational,NFKB1
61901,CDC14B,post_translational,ANAPC1
61902,BDNF,post_translational,SOS1
61903,APP,post_translational,MAPK3
61904,SOCS2,post_translational,JAK2
61905,GNA13,post_translational,RHOB
61906,FGF19,post_translational,PIK3CA
61907,MAPK12,post_translational,MAPKAPK3
61908,KALRN,post_translational,PAK1
61909,PRKAR2B,post_translational,NOS1
61910,PTK2,post_translational,GIT2
61911,MLST8,post_translational,EIF3F
61912,ANAPC11,post_translational,CCNB3
61913,GAB2,post_translational,MAP2K2
61914,BMP2,post_translational,BMP7
61915,PTPN2,post_translational,SOS1
61916,RPS6KA1,post_translational,CHUK
61917,FGFR4,post_translational,MMP9
61918,TGFB2,post_translational,IL13
61919,IFNA10,post_translational,IFNGR2
61920,GNB1,post_translational,NOS3
61921,CXCL9,post_translational,CCR7
61922,WASF1,post_translational,RPS3
61923,MAX,post_translational,PIAS4
61924,TP53,post_translational,MUC2
61925,SNCA,post_translational,PSMB2
61926,PSMB2,post_translational,SNCA
61927,BMP10,post_translational,NKX2-5
61928,NRG1,post_translational,MAPK8
61929,CXCL11,post_translational,CXCR1
61930,RAC1,post_translational,RAF1
61931,MDFI,post_translational,HNF4A
61932,RASA1,post_translational,RHOG
61933,LCK,post_translational,EFNA1
61934,PRKACB,post_translational,GNB1
61935,COL11A2,post_translational,ITGA1
61936,FHL2,post_translational,RUNX2
61937,SFRP5,post_translational,FZD7
61938,PRKACG,post_translational,RAP1B
61939,CCNB1,post_translational,GORASP1
61941,MAPK14,post_translational,MAP2K2
61942,IL2,post_translational,ARL4C
61943,NRIP1,post_translational,SMAD3
61944,MMP1,post_translational,F2R
61945,MMP1,post_translational,SLC52A2
61946,STK11,post_translational,NEIL2
61947,MTG1,post_translational,ROCK1
61948,SNCA,post_translational,PSME3
61949,PSME3,post_translational,SNCA
61950,PAAF1,post_translational,UBE2E1
61951,CXCL13,post_translational,TNFSF11
61952,RPLP1,post_translational,FN1
61953,JUND,post_translational,MYC
61954,PF4,post_translational,CXCR6
61955,SHC3,post_translational,GAB1
61956,FOXA3,post_translational,C4BPB
61957,RXRB,post_translational,OLR1
61958,IFNA10,post_translational,PSME1
61959,CCL4L1,post_translational,CCL4
61960,PRKAG1,post_translational,RHOA
61961,IL6,post_translational,OXTR
61962,PRKCB,post_translational,MAP2K1
61963,HCK,post_translational,PIK3CA
61964,ITGA9,post_translational,PTK2
61965,MAPK3,post_translational,FGF9
61966,FGF9,post_translational,MAPK3
61967,RERE,post_translational,GHRH
61968,PRKACB,post_translational,CREB3
61969,TRAF6,post_translational,MAPK3
61970,CAPN2,post_translational,CABIN1
61971,AKT1,post_translational,MAP4K2
61972,ATR,post_translational,RPA1
61973,LIF,post_translational,CXCL8
61974,PIK3CA,post_translational,TRPV1
61975,NGF,post_translational,RIT1
61976,AAAS,post_translational,NCBP1
61977,COL4A6,post_translational,ITGB4
61978,HTR2A,post_translational,GNA15
61979,GATA3,post_translational,IFNG
61980,CSNK1G1,post_translational,GLI3
61981,PRKCA,post_translational,GNB1
61982,SRP72,post_translational,SRP14
61983,MON1B,post_translational,LTA
61984,PSMD4,post_translational,ELOB
61985,EGF,post_translational,PPP2R2A
61986,CDK5,post_translational,RBFOX2
61987,RGS1,post_translational,CD4
61988,GNGT1,post_translational,ADCY1
61989,PSMF1,post_translational,ANAPC11
61990,TP63,post_translational,DICER1
61991,CASP8,post_translational,PTBP2
61992,GNGT1,post_translational,PIK3R5
61993,GTF2H1,post_translational,RPA3
61994,GNG12,post_translational,PAK1
61996,NUP210,post_translational,GEMIN6
61997,CHAD,post_translational,ITGB4
61998,CAPN2,post_translational,FLNA
61999,BIRC3,post_translational,MAP4K4
62000,IFNLR1,post_translational,JAK2
62001,FGFR3,post_translational,MMP9
62002,CBLB,post_translational,IL11RA
62003,BDNF,post_translational,FRS3
62004,SUMO1,post_translational,CR2
62005,TGFBR1,post_translational,PPP2R5D
62006,TBK1,post_translational,PAXBP1
62007,ITCH,post_translational,FGFR4
62008,ATF2,post_translational,IL6
62009,ARNT,post_translational,CXCR4
62010,CSNK1D,post_translational,TFAM
62011,ALOX15B,post_translational,VEGFA
62012,COL4A4,post_translational,ITGA10
62013,COL3A1,post_translational,ITGA4
62014,UCHL5,post_translational,UBE2C
62015,SLC26A4,post_translational,MUC5AC
62016,SMAD5,post_translational,CTCF
62017,BLK,post_translational,EFNB1
62018,EFNB1,post_translational,BLK
62019,CD4,post_translational,SHC1
62020,CFLAR,post_translational,FAF1
62021,TNN,post_translational,ITGAV
62022,PSMA5,post_translational,BTRC
62023,APC,post_translational,NELFCD
62024,IL18,post_translational,VCAM1
62025,YY1,post_translational,IFNG
62026,SELE,post_translational,CEACAM7
62027,POLG,post_translational,PKD2L1
62028,CREBBP,post_translational,LDHA
62029,DUSP2,post_translational,MAPK11
62030,VEGFA,post_translational,TGFBR1
62031,IL4,post_translational,MAPK14
62032,PAK1,post_translational,STK16
62033,LHX3,post_translational,FSHB
62034,CD3D,post_translational,PTPN11
62035,PDGFA,post_translational,STAT3
62036,GDF2,post_translational,SMAD9
62037,IL1A,post_translational,DPP4
62038,CLK2,post_translational,MDFI
62039,GNAQ,post_translational,TRPC6
62040,COPS5,post_translational,TGFB1
62041,GLI3,post_translational,BMP7
62042,HCK,post_translational,SHC2
62043,NCSTN,post_translational,NOTCH3
62044,GNAI2,post_translational,PIK3R2
62045,LAMC2,post_translational,CDC42
62046,PRKAA1,post_translational,PPP2R1B
62047,KITLG,post_translational,SH2B3
62048,F2RL1,post_translational,MPO
62049,PSMB3,post_translational,CKS1B
62050,GLI3,post_translational,PTCH1
62051,PRKAR2B,post_translational,ITGA1
62052,RAN,post_translational,KPNA2
62053,TXLNG,post_translational,CCL22
62054,PPP3CC,post_translational,SYNJ1
62055,PRKCG,post_translational,SRC
62056,FGF2,post_translational,CALCA
62058,MAPKAPK5,post_translational,KLHL25
62059,PRKCE,post_translational,S1PR1
62060,PIM1,post_translational,ASAP3
62061,NUP98,post_translational,MAGOH
62062,PRKAR2A,post_translational,LIPE
62063,LAMB1,post_translational,UBB
62064,IGF1,post_translational,PDGFRB
62065,RCVRN,post_translational,PDE6D
62066,MAPK3,post_translational,PLA2G1B
62067,STAT6,post_translational,SOCS3
62068,PDGFA,post_translational,PLCG1
62069,EPO,post_translational,PROS1
62070,E2F3,post_translational,MCM3
62071,IFNA5,post_translational,IFNG
62072,PSMD3,post_translational,ELOB
62073,VCAM1,post_translational,NCF2
62074,PPP2R2D,post_translational,PRKCZ
62075,STK3,post_translational,VHL
62076,B2M,post_translational,SHC1
62077,HLA-A,post_translational,KLRC2
62078,SOCS5,post_translational,IL21R
62079,TGFB2,post_translational,TAB1
62081,ANAPC11,post_translational,CCNB1
62082,AVP,post_translational,POMC
62083,EIF1AX,post_translational,RPS24
62084,IL13RA2,post_translational,IL4R
62085,PTGER1,post_translational,GNA15
62086,IL4,post_translational,IL12RB1
62087,CBL,post_translational,IL20RB
62088,PPARD,post_translational,ACOX3
62089,COMP,post_translational,SDC3
62090,LAMB3,post_translational,AKT1
62091,PRKY,post_translational,VHL
62092,PSMD5,post_translational,SKP1
62093,NPR2,post_translational,TRIM26
62094,EIF4B,post_translational,EIF4H
62095,POLD4,post_translational,RPA2
62096,GNG13,post_translational,PLCB3
62097,AKT1,post_translational,RPTOR
62098,CXCL10,post_translational,MAP2K3
62100,RPS6KA4,post_translational,ARID3A
62101,MAX,post_translational,CDK4
62102,CDC16,post_translational,ANAPC13
62103,ANAPC13,post_translational,CDC16
62104,NLK,post_translational,MAP1B
62105,SFRP5,post_translational,WNT11
62106,PRKCB,post_translational,RPS6KB1
62107,RPS6KA4,post_translational,NEUROD1
62108,LITAF,post_translational,MAPK8
62109,CMKLR2,post_translational,EGFR
62110,MYC,post_translational,ITGB4
62111,RIPK3,post_translational,FBP1
62112,TNNI3K,post_translational,RCHY1
62113,UBE3A,post_translational,SUMO1
62114,MIF,post_translational,MMP9
62115,ERBB2,post_translational,PIK3CD
62116,COL6A6,post_translational,ITGB8
62117,NUP214,post_translational,DDX20
62118,MPL,post_translational,JAK3
62119,WNT10B,post_translational,FZD6
62120,PSMD2,post_translational,CDC23
62121,FLII,post_translational,TP53
62122,STAT3,post_translational,A2M
62123,LEP,post_translational,SLC2A4
62124,BACE1,post_translational,APLP2
62125,SEMA3F,post_translational,RHOA
62126,SOCS7,post_translational,IL2RG
62127,IL22RA1,post_translational,STAT3
62128,STK17A,post_translational,TBC1D22A
62129,MTG1,post_translational,MAP3K1
62130,JUN,post_translational,LPL
62131,IL3,post_translational,CSF2
62132,ERCC2,post_translational,GTF2F2
62133,NFIX,post_translational,LZTS1
62134,CXCL12,post_translational,STAT2
62135,SOCS3,post_translational,IL5RA
62136,PLK1,post_translational,AGER
62137,CD28,post_translational,PIK3R5
62138,ADCYAP1,post_translational,TGFB1
62139,CBWD3,post_translational,EGFR
62140,NEK8,post_translational,UHMK1
62141,NCOR1,post_translational,SMAD2
62142,PPP1R3C,post_translational,CALML6
62143,FOXA2,post_translational,PKLR
62144,UBE3C,post_translational,ANAPC11
62145,LRP6,post_translational,SMAD4
62146,IL2,post_translational,PRKCB
62147,PIK3CD,post_translational,ABI1
62148,ATF2,post_translational,SELE
62149,MMP9,post_translational,SPP1
62150,SP1,post_translational,CPT1A
62151,ITGB3,post_translational,IGF1R
62152,CSNK1E,post_translational,YWHAH
62153,CREB1,post_translational,MITF
62154,FGF23,post_translational,SPP1
62155,CLOCK,post_translational,PER1
62156,PER1,post_translational,CLOCK
62157,C4BPA,post_translational,PROC
62158,PSME4,post_translational,FZR1
62159,HIF1A,post_translational,CXCL8
62160,SH3GL2,post_translational,PEBP1
62161,CCL13,post_translational,CCR8
62162,SNCA,post_translational,PSMD13
62163,PSMD13,post_translational,SNCA
62164,ATF2,post_translational,SERPINB5
62165,TRAF2,post_translational,NSMAF
62166,FRAT1,post_translational,PROC
62167,COL6A1,post_translational,ITGA4
62168,SRC,post_translational,FGF16
62169,CSF1,post_translational,ITGAV
62170,TP53,post_translational,CKS2
62171,EIF6,post_translational,RPL27A
62172,RXRG,post_translational,EHHADH
62173,ITGA1,post_translational,SRC
62174,SMAD5,post_translational,GATA4
62175,CTNNB1,post_translational,MMP9
62176,PRKACB,post_translational,COL1A1
62177,SMARCC1,post_translational,GTF2B
62178,GNB2,post_translational,PIK3R3
62179,PHGDH,post_translational,IGHA1
62180,PAK6,post_translational,MAP2K1
62181,PSMC2,post_translational,ANAPC5
62182,CDK4,post_translational,POLR1C
62183,RBL2,post_translational,DHFR
62184,STAT3,post_translational,VEGFA
62185,GNB5,post_translational,PDE6C
62186,SMAD4,post_translational,ID1
62187,NFKB1,post_translational,TRAF5
62188,CAMKK1,post_translational,FHL2
62189,IL3,post_translational,EPO
62190,CXCR4,post_translational,PLCG1
62191,CDC37,post_translational,CCND1
62192,ANAPC4,post_translational,UBE2C
62193,E2F1,post_translational,UHRF1BP1
62194,GLI3,post_translational,WNT2
62195,NEDD4L,post_translational,KDR
62196,MAPK11,post_translational,IL1B
62197,FOXO3,post_translational,FBXO32
62198,GNG12,post_translational,PIK3R3
62199,GNAI1,post_translational,ADCY7
62200,PDPK1,post_translational,PRKD1
62201,TLR9,post_translational,IFNB1
62202,PSME1,post_translational,ANAPC7
62203,PSMB6,post_translational,E2F1
62204,PPARG,post_translational,PCK1
62205,PAK1,post_translational,MAP3K7CL
62206,COL5A2,post_translational,ITGA3
62207,LBR,post_translational,IL10
62208,F2RL3,post_translational,GNB1
62209,NRIP1,post_translational,HSD17B4
62210,PSMD11,post_translational,ELOB
62211,PSMB11,post_translational,UBE2E1
62212,TRAF6,post_translational,IGF1R
62213,LAMA1,post_translational,CASP7
62214,CASP7,post_translational,LAMA1
62215,GAST,post_translational,LIPF
62216,SOCS4,post_translational,IFNAR2
62217,RBX1,post_translational,CDKN1A
62218,ZAP70,post_translational,MBNL3
62219,TRADD,post_translational,NRK
62220,PRKCQ,post_translational,VCAM1
62221,IL4,post_translational,TGFB2
62222,TGFB2,post_translational,IL4
62223,NFKB1,post_translational,CCL3
62224,IGF1,post_translational,INSRR
62225,IL6,post_translational,MITF
62226,EIF5B,post_translational,RPS28
62227,RAP1A,post_translational,ARAP1
62228,TLR6,post_translational,IKBKB
62229,ITCH,post_translational,PDGFRA
62230,COL11A1,post_translational,ITGA2B
62231,RXRG,post_translational,SREBF1
62232,MAX,post_translational,CDCA7
62233,NUP85,post_translational,CPSF2
62234,CRH,post_translational,NPPC
62235,ZNF274,post_translational,MAPK8
62236,NFIA,post_translational,POLR2K
62237,ANAPC1,post_translational,UBE2C
62238,SIRT1,post_translational,FASLG
62239,IRAK1,post_translational,MAP4K4
62240,EPHA3,post_translational,BCL3
62241,SOCS1,post_translational,IL2
62242,IL2,post_translational,SOCS1
62243,MAPK1,post_translational,GJD2
62244,CD3E,post_translational,JUN
62245,IFNG,post_translational,CIITA
62246,EGF,post_translational,USP6NL
62247,EDNRA,post_translational,ADCY7
62248,COL6A2,post_translational,ITGB4
62249,WNT10A,post_translational,FZD2
62250,MAP2K7,post_translational,SAFB2
62251,PDPK1,post_translational,MAPK7
62252,ENG,post_translational,MAPK1
62253,ITGB1,post_translational,RAC1
62254,RAC1,post_translational,ITGB1
62255,ZAP70,post_translational,MMRN1
62256,TRH,post_translational,MAPK3
62257,FGF16,post_translational,PIK3R1
62258,CSF3,post_translational,SELE
62259,CD28,post_translational,IL4
62260,NAMPT,post_translational,CCL2
62261,HIPK1,post_translational,SNUPN
62262,EDN1,post_translational,RHOA
62263,UBXN1,post_translational,ELOC
62264,LEP,post_translational,DEFB104A
62265,LEP,post_translational,DEFB4B
62266,DAB2IP,post_translational,RRAS
62267,LIF,post_translational,IL1B
62268,NOTCH1,post_translational,TNFRSF10B
62269,MAPK10,post_translational,PRKCD
62270,TBK1,post_translational,ASCC1
62271,IRS1,post_translational,HRAS
62272,GNAI1,post_translational,RAPGEF4
62273,VIP,post_translational,NOS2
62274,PSMD12,post_translational,RBX1
62275,MYL12A,post_translational,ACTG1
62276,EIF6,post_translational,RPLP1
62277,SPP1,post_translational,MAP3K1
62278,RFFL,post_translational,RIPK1
62279,SCYL1,post_translational,CSRP3
62280,THPO,post_translational,GRB2
62281,ZAP70,post_translational,LTK
62282,GPC1,post_translational,FGR
62283,PIK3CD,post_translational,PTK2
62284,PTK2,post_translational,PIK3CD
62285,SYK,post_translational,PIK3R5
62286,GRK2,post_translational,DRD2
62287,S100B,post_translational,BIRC3
62288,SFRP2,post_translational,WNT11
62289,GNG5,post_translational,PLCB1
62290,ESR1,post_translational,NR3C1
62291,NR3C1,post_translational,ESR1
62292,CD80,post_translational,PRKCQ
62293,HDAC2,post_translational,FDXR
62294,GRAP2,post_translational,MAP3K7
62295,CASP3,post_translational,LAMB4
62296,PTPN4,post_translational,POU3F3
62297,PSMC3,post_translational,CDC27
62298,SYK,post_translational,RELA
62299,F2RL3,post_translational,PLCB1
62300,PRKAR2B,post_translational,PPP1R1B
62301,CXCL12,post_translational,GNG2
62302,GNG2,post_translational,CXCL12
62303,PPP1R3C,post_translational,PHKB
62304,NFATC1,post_translational,EGR2
62305,EIF6,post_translational,RPL7A
62306,LAMA4,post_translational,ITGA9
62307,LDB1,post_translational,CCND2
62308,IL10,post_translational,PIK3CA
62309,IL12B,post_translational,CXCL1
62310,COL5A3,post_translational,ITGB7
62311,TLR4,post_translational,FGF10
62312,PAAF1,post_translational,CDC27
62313,PLAU,post_translational,FGF2
62314,FGF2,post_translational,PLAU
62315,VAV1,post_translational,PLCG2
